address,year,day,length,weight,count,looped,neighbors,income,label
17NL3F1gemgKCQ3FJygXHMu1S77d6GQRfm,2017,44,4,0.5,1,0,2,1e+08,princetonCerber
17NLrGci6VCZ5737tAUPVXdmwZsnioUWUb,2016,159,6,0.0609375,6,0,2,2e+08,princetonCerber
17NLtq6HdmwBS5PGNYyFdFWBT2ZzXhbCwg,2014,75,0,1,1,0,1,2.4e+09,paduaCryptoWall
17NLtq6HdmwBS5PGNYyFdFWBT2ZzXhbCwg,2014,86,38,8.93061271147691e-08,1,0,2,1e+09,paduaCryptoWall
17NLtq6HdmwBS5PGNYyFdFWBT2ZzXhbCwg,2014,80,4,0.75,1,1,3,1.83e+09,paduaCryptoWall
17NnX3vTFWipAm1NE8iGptfk9ADcgNoB14,2016,354,6,0.114583333333333,2,0,2,64590000,princetonCerber
17NNXDpPBtvUtNFVXwTDfG3xZoWTJdKXdF,2016,78,0,0.5,1,0,1,5e+07,princetonLocky
17npYyB5GwCyVJ9vsbnTZ4VHkDfuNL8kfL,2016,196,20,0.11396484375,8,0,1,4e+08,princetonLocky
17NRKortikwJe2ro9Sjciv9vySv3ZDv3m,2016,83,0,0.5,1,0,2,4e+08,princetonLocky
17nsRzt4R2u5fAYpSDXNr5GNW4KQ4yFr2X,2016,282,0,0.5,1,0,2,8e+07,princetonCerber
17nsuwEs97h2TnUHkortxCnNjCZdVeBHCV,2017,49,4,0.142857142857143,1,0,2,1e+08,princetonCerber
17ntYg99aNqjVu4HEKxZHvp7doWXY5iHa9,2013,295,144,0.577481098515036,2211,0,2,2e+08,montrealCryptoLocker
17NUX9edVC5cKyT2wj5CbLrwa6pq7SbMXL,2017,87,144,0.447440997051063,4767,0,2,1e+08,princetonCerber
17NVKUn8T9f8QgHERwsAJor1vwjbUDbn4z,2016,300,4,0.00892857142857143,1,0,2,1e+08,princetonCerber
17NW7u2WNdfg7MdhX39Y8AwBbYEHg9ESBh,2014,109,112,0.14236236749177,848,0,1,55334816,paduaCryptoWall
17nWQAdgJ1FXwi9oSzsTVgJRr3Q4Uhpth1,2016,196,4,1,1,0,2,125339000,princetonCerber
17nxU2J2NZXUvU7UnQpe6SuJSJaQKr3KXh,2016,360,0,1,1,0,2,71610000,princetonCerber
17o3NYxUb1JbYid74pZgVcTvcTc6HH1ysS,2016,195,144,1.01118441450023,3289,0,1,2e+08,princetonLocky
17o3PteW2FgCmEvVaQ9QcnqcoP66TD8FHT,2016,111,8,0.125,1,0,2,1.25e+08,princetonCerber
17o8fQfJgnEpzizNWNbgkGhv6sy1x3XGmt,2016,265,2,0.333333333333333,1,0,2,166840000,princetonCerber
17oaEvt3MaK6ebQHkMjQH4n4er4medXPA7,2016,211,10,0.0174019928484214,6,0,2,1.2e+08,montrealCryptXXX
17oaEvt3MaK6ebQHkMjQH4n4er4medXPA7,2016,202,2,0.0882352941176471,4,0,2,1.2e+08,montrealCryptXXX
17oJCKJxPZBjByy9Ub9mU5eERU5zoA1bQX,2016,78,144,2.05682579982923,5275,0,1,5e+07,princetonLocky
17okXLxMxXG5bVq9b7JXdnKHH1u515sEMB,2016,181,96,0.138900320870536,10,0,1,2.5e+08,princetonLocky
17oqiULxoPuXaKdyhoxzL7hGBZDTazGiGL,2016,187,144,2.22636350538958,5062,2733,1,42850784,montrealCryptXXX
17oTg3DMPJcBA4UcFnJuJ73DsQEESqhSAj,2014,84,144,0.0141675289910637,1412,1371,2,4.5e+07,paduaCryptoWall
17otHPbkfcW3kMi6QSBnzhq5tZBp4t2SSP,2014,79,0,0.5,1,0,1,54950000,paduaCryptoWall
17otHPbkfcW3kMi6QSBnzhq5tZBp4t2SSP,2014,68,0,1,1,0,1,48950000,paduaCryptoWall
17oU2ccgjQQJyWH8GZBnn242Q78P3sAhwL,2016,267,4,0.125,3,0,1,4e+08,princetonLocky
17oznpfDUjS4NKYixZBtgd4uUo9hUNAPk5,2016,260,144,0.0120272703686522,3711,0,1,1e+08,princetonLocky
17p63WRD3L5GJwmkJVVtX7t9gDK8bKEyKD,2016,252,2,0.5,1,0,2,1.2e+08,montrealCryptXXX
17p63WRD3L5GJwmkJVVtX7t9gDK8bKEyKD,2016,221,144,0.0269546095925428,921,0,2,1.2e+08,montrealCryptXXX
17P7qbdnLkEunCRpCfLbzPtms39JvXXjdZ,2014,178,144,0.992768368269968,1282,24,5,631200000,paduaCryptoWall
17P7qbdnLkEunCRpCfLbzPtms39JvXXjdZ,2014,166,144,1.40368350752258,322,318,6,1163267500,paduaCryptoWall
17P7qbdnLkEunCRpCfLbzPtms39JvXXjdZ,2014,105,144,1.72561173765638,1897,1868,11,1018400000,paduaCryptoWall
17P7qbdnLkEunCRpCfLbzPtms39JvXXjdZ,2014,91,144,0.00156961719967773,1285,0,2,299400000,paduaCryptoWall
17P7qbdnLkEunCRpCfLbzPtms39JvXXjdZ,2014,78,144,0.319479013314836,2113,2113,12,1769640000,paduaCryptoWall
17P7qbdnLkEunCRpCfLbzPtms39JvXXjdZ,2014,79,32,1.35015869140625,6,4,9,726418000,paduaCryptoWall
17PaCVP8hppzfHx9tVwiu2tnc2BNTKbF5E,2016,201,0,0.5,1,0,2,2e+08,princetonLocky
17pah1owSA7kvCCiNWKk5qU1Y11vgcnUNn,2016,113,144,0.14275390556245,5212,0,1,1e+08,princetonLocky
17PAPigPUxVeqDWQTDaaftNpE3L3BTgPAQ,2016,214,4,0.166666666666667,1,0,2,9e+07,princetonCerber
17PBc69skMD1t7WmtxAT5BXsAus9NW14sM,2014,65,0,1,1,0,2,49950000,paduaCryptoWall
17PBc69skMD1t7WmtxAT5BXsAus9NW14sM,2014,70,0,1,1,0,1,109402000,paduaCryptoWall
17PBc69skMD1t7WmtxAT5BXsAus9NW14sM,2014,64,0,0.5,1,0,1,79999990,paduaCryptoWall
17pBHujA8ZQxE4LLi3d6zxwcF5syEQoz5K,2016,228,144,0.205287942655533,3900,0,2,102900000,princetonCerber
17pcyCFjfaUQvgiCRYK1yx4SoDaScTuX4j,2016,83,66,0.283855120340983,13,0,1,5.1e+08,princetonLocky
17PdGoKiu3d5bGRnouVkXoYVvt4SNprcVJ,2016,265,144,0.00606032179770118,1702,0,2,40600000,princetonCerber
17PEZhX6q8JK4ddxPxeLqgRvPJPCidkcvJ,2016,167,6,0.125,1,0,2,1.2e+08,montrealCryptXXX
17PEZhX6q8JK4ddxPxeLqgRvPJPCidkcvJ,2016,161,144,1.09130897315655,3759,0,4,2.4e+08,montrealCryptXXX
17PGDJyihh3yraUiwThKmiKHkJkAaJC5Uu,2017,112,0,0.5,1,0,2,40630000,princetonCerber
17PgHUfiD8RgHuTaDQuydB5hzcEvuqf2Yi,2016,190,0,1,1,0,1,2e+08,princetonLocky
17Phox2bnmqYhjJa7Gqxc67BdT3C9WHkVR,2016,160,144,0.119169312641752,2008,0,2,2e+08,princetonCerber
17PibgXZFUEJiwXNFCCQvWwjMP2ZEZaqNb,2016,343,0,0.111111111111111,1,0,2,6.8e+07,princetonCerber
17pMj6aRFZbC6DuGBwJZC2VsyJRbRMMhB6,2016,252,2,0.5,1,0,2,8e+07,princetonCerber
17PmrRpPVgsUNfZ38ETvMcn2nJ7g2Cb5Sn,2016,228,0,1,1,0,1,4e+08,princetonLocky
17pMTgwRcSJRtDWjzgfLEx277VV1vgk9NT,2016,90,10,0.0416666666666667,1,0,2,1e+08,princetonLocky
17Pnsy3nKhNA9B5zscqGBn32vmfiZtxSEE,2016,218,8,4e-04,1,0,1,100771706,princetonLocky
17Pnsy3nKhNA9B5zscqGBn32vmfiZtxSEE,2016,221,0,1,1,0,1,99019017,princetonLocky
17pP9ESbxYRerzS3YWPzn6cuA7KjSu6Q4Z,2016,238,10,0.0625,1,0,1,2e+08,princetonLocky
17PpoDfaEp68BAskZ6ycGkx9WmBFnDBNed,2016,139,144,0.0277781245449958,1737,0,2,145650000,princetonCerber
17pQa7tq2QXf1sAwkiGxXuUAWXtkfkeFJq,2013,318,2,0.25,1,0,2,1e+08,montrealCryptoLocker
17pqJ8VexiL7iKYW8FxrVtG6tbiZCCaTbG,2016,49,2,0.25,1,0,1,5e+07,princetonLocky
17PQx43kUo7CDr7g7NEir65hhHKGUQseVP,2016,298,0,0.5,1,0,2,1e+08,princetonCerber
17Pr2syRNtfiVaZX7rWQPiBaaVStf4YnYn,2013,329,90,1.9073486328125e-06,1,0,2,47850267,montrealCryptoLocker
17Pr2syRNtfiVaZX7rWQPiBaaVStf4YnYn,2013,308,144,2.72336801615659e-12,196,0,4,192966512,montrealCryptoLocker
17Pr2syRNtfiVaZX7rWQPiBaaVStf4YnYn,2013,311,144,3.08536815780447,2426,2405,19,4783904500,montrealCryptoLocker
17Pr2syRNtfiVaZX7rWQPiBaaVStf4YnYn,2014,24,2,0.5,1,0,1,233700000,montrealCryptoLocker
17Pr2syRNtfiVaZX7rWQPiBaaVStf4YnYn,2013,328,144,0.232697214576715,1390,1368,10,3152149733,montrealCryptoLocker
17PSWwwR9BPU4YCtaCcirTuCxZfApVzzS2,2016,112,18,0.0625,1,0,2,1.25e+08,princetonCerber
17ptcYNXaqjWEM9Xwviq1j7BVeqpTbmCx8,2016,191,144,0.161356968397549,1963,0,2,74930000,princetonCerber
17ptetnUorqJ1Kf4MuTJafEj4rmbK6EKF1,2013,311,8,0.0328125,4,0,2,120805694,montrealCryptoLocker
17ptphqWZ4vts4kbT8iyfAKZdCdDjUW3YF,2013,297,6,0.125,1,0,2,104926769,montrealCryptoLocker
17ptYZHHcUYwrG5onmMQ9BmPQ8knFicxGt,2015,180,0,0.5,1,0,1,195579095,paduaCryptoWall
17ptYZHHcUYwrG5onmMQ9BmPQ8knFicxGt,2015,236,4,0.0357142857142857,1,0,1,232926488,paduaCryptoWall
17ptYZHHcUYwrG5onmMQ9BmPQ8knFicxGt,2015,309,2,0.75,2,0,1,1.16e+08,paduaCryptoWall
17ptYZHHcUYwrG5onmMQ9BmPQ8knFicxGt,2015,194,8,0.1,1,0,1,177829500,paduaCryptoWall
17ptYZHHcUYwrG5onmMQ9BmPQ8knFicxGt,2015,216,144,5.73911242025623e-16,240,0,1,1.82e+08,paduaCryptoWall
17ptYZHHcUYwrG5onmMQ9BmPQ8knFicxGt,2015,190,144,0.00027744109429914,990,0,1,1.9e+08,paduaCryptoWall
17ptYZHHcUYwrG5onmMQ9BmPQ8knFicxGt,2015,336,2,0.05,1,0,1,3.91e+08,paduaCryptoWall
17ptYZHHcUYwrG5onmMQ9BmPQ8knFicxGt,2015,188,12,0.015625,1,0,2,189990000,paduaCryptoWall
17ptYZHHcUYwrG5onmMQ9BmPQ8knFicxGt,2015,191,144,0.312850207155,3948,0,1,1.82e+08,paduaCryptoWall
17ptYZHHcUYwrG5onmMQ9BmPQ8knFicxGt,2015,177,18,2.60416666666667e-05,1,0,2,2.08e+08,paduaCryptoWall
17ptYZHHcUYwrG5onmMQ9BmPQ8knFicxGt,2015,218,4,0.2,1,0,1,3.64e+08,paduaCryptoWall
17ptYZHHcUYwrG5onmMQ9BmPQ8knFicxGt,2015,176,12,1.00334821428571,4,0,2,4.16e+08,paduaCryptoWall
17ptYZHHcUYwrG5onmMQ9BmPQ8knFicxGt,2015,220,0,1,1,0,1,1.85e+08,paduaCryptoWall
17ptYZHHcUYwrG5onmMQ9BmPQ8knFicxGt,2015,276,2,0.5,1,0,1,3.02e+08,paduaCryptoWall
17ptYZHHcUYwrG5onmMQ9BmPQ8knFicxGt,2015,258,4,0.5,1,0,1,216990000,paduaCryptoWall
17ptYZHHcUYwrG5onmMQ9BmPQ8knFicxGt,2015,219,144,0.478393974857499,2746,0,2,1.85e+08,paduaCryptoWall
17ptYZHHcUYwrG5onmMQ9BmPQ8knFicxGt,2015,306,4,0.5,1,0,1,208333333,paduaCryptoWall
17ptYZHHcUYwrG5onmMQ9BmPQ8knFicxGt,2015,313,36,0.00390625,1,0,1,1.35e+08,paduaCryptoWall
17ptYZHHcUYwrG5onmMQ9BmPQ8knFicxGt,2015,183,8,0.0833333333333333,1,0,1,1.98e+08,paduaCryptoWall
17pub4RPiz5qZdKtLUiydEzcYhYAnGzQHe,2016,161,0,0.5,1,0,2,1.2e+08,montrealCryptXXX
17pub4RPiz5qZdKtLUiydEzcYhYAnGzQHe,2016,135,144,0.485914944219735,4287,0,2,1.2e+08,montrealCryptXXX
17pub4RPiz5qZdKtLUiydEzcYhYAnGzQHe,2016,145,2,0.0625,1,0,2,1.2e+08,montrealCryptXXX
17pVh38KecbVY9qH668CTwgLTjuVQNjC9Y,2013,173,0,2,2,0,4,2e+08,montrealCryptoLocker
17pVh38KecbVY9qH668CTwgLTjuVQNjC9Y,2013,322,0,1,1,0,2,9.2e+07,montrealCryptoLocker
17pVh38KecbVY9qH668CTwgLTjuVQNjC9Y,2013,181,0,1,1,0,2,1e+08,montrealCryptoLocker
17pVh38KecbVY9qH668CTwgLTjuVQNjC9Y,2013,332,0,0.5,1,0,1,5e+07,montrealCryptoLocker
17pVh38KecbVY9qH668CTwgLTjuVQNjC9Y,2013,174,0,1,1,0,2,1e+08,montrealCryptoLocker
17pVh38KecbVY9qH668CTwgLTjuVQNjC9Y,2013,198,0,0.5,1,0,2,1e+08,montrealCryptoLocker
17pVh38KecbVY9qH668CTwgLTjuVQNjC9Y,2013,311,0,0.5,1,0,2,6.3e+07,montrealCryptoLocker
17pVh38KecbVY9qH668CTwgLTjuVQNjC9Y,2013,120,2,0.25,1,0,2,1e+08,montrealCryptoLocker
17pVh38KecbVY9qH668CTwgLTjuVQNjC9Y,2013,312,0,1,1,0,2,3e+08,montrealCryptoLocker
17pVh38KecbVY9qH668CTwgLTjuVQNjC9Y,2013,317,0,1,1,0,2,1.3e+08,montrealCryptoLocker
17pVh38KecbVY9qH668CTwgLTjuVQNjC9Y,2013,109,118,0.27180298699273,31,0,2,8.5e+07,montrealCryptoLocker
17pVh38KecbVY9qH668CTwgLTjuVQNjC9Y,2013,330,0,0.5,1,0,2,5e+07,montrealCryptoLocker
17pVh38KecbVY9qH668CTwgLTjuVQNjC9Y,2013,105,38,0.125,1,0,1,1.87e+08,montrealCryptoLocker
17pVh38KecbVY9qH668CTwgLTjuVQNjC9Y,2013,297,0,0.5,1,0,2,1e+08,montrealCryptoLocker
17pVh38KecbVY9qH668CTwgLTjuVQNjC9Y,2013,115,0,1,1,0,2,9.2e+07,montrealCryptoLocker
17pVh38KecbVY9qH668CTwgLTjuVQNjC9Y,2013,108,0,1,1,0,2,8.1e+07,montrealCryptoLocker
17pVh38KecbVY9qH668CTwgLTjuVQNjC9Y,2013,118,0,1,1,0,2,9e+07,montrealCryptoLocker
17PwmV6aB6Tpw455r1bJGix3sLGGohE2D,2016,94,8,0.03125,1,0,1,1e+08,princetonLocky
17PWweG8kUXgnZML3WpEjr9CJ1DkQE3YGz,2016,76,8,0.03125,1,0,2,49500000,princetonLocky
17PxqzebfBtqBefNH2Gf6rSzVQziuE3fxv,2016,54,2,1,1,0,1,1e+08,princetonLocky
17pZDd2vchpPoiPYSk2syAm5qB3b4Wt18z,2017,6,144,0.250690125705529,1149,0,2,5.6e+07,princetonCerber
17Q2WKSP8hMyFeqWH96uvfMNbSi6JcTb7v,2016,238,2,1.5,2,0,1,3e+08,princetonLocky
17Q5WqskaTZcnjzQeGh8NZppvkgvYGdxat,2016,90,144,0.444440023869356,3739,1,2,4.1e+08,princetonLocky
17q6SmrBWAFhgGxGZBDUfxpSk1RGinmZ6Z,2016,158,0,1,1,0,2,200050000,princetonCerber
17q875cKwgd9pSKiW2AdKVNPRBSGnsN2nb,2016,356,144,1.38992490198375e-07,3893,0,2,64570000,princetonCerber
17QaKWEgiDy3MEWxivs7MH7Ay8aqZZG7SC,2017,185,18,0.0078125,1,0,2,5e+07,princetonCerber
17QbXkU4BMYKUf8k6YmMYeUm4r3qNu7zvZ,2016,356,0,0.333333333333333,1,0,2,99995263,princetonCerber
17qda4XnsT5NHuX3cuwdFc1K8VE3ZeM5Yz,2016,270,144,0.0324192891012825,578,0,2,166400000,princetonCerber
17QDsed1drQAJoYmCiS8KhGYYpj1xvdDFh,2016,90,0,0.5,1,0,2,1e+08,princetonLocky
17QExcDZrPAY1GL92fVJGTstZikAbfiKBr,2017,5,0,0.0833333333333333,1,0,2,2e+08,princetonCerber
17QGKyFbeNuqdRZXeQF2NvSP5j8msgfrco,2016,238,144,0.00892981718737237,3833,0,1,2e+08,princetonLocky
17QHb4z3RpE1ZtQARms8mStGcZ7bRvdLET,2016,153,0,1,1,0,2,1.2e+08,montrealCryptXXX
17qHwmwiSU6ZQ2CGvDEgLZcJ4oW8JycToJ,2016,301,4,0.5,1,0,2,1e+08,princetonCerber
17qHYsvPk4KycAbDX6zLeLiQcUag9wqLoj,2013,322,144,0.678737505129826,2605,0,1,4e+08,montrealCryptoLocker
17QkFvKkuKKN2eLXb9acZWTWAYtft7Fce8,2016,281,2,0.0625,1,0,1,3e+08,princetonLocky
17QMibxhFgTgXNfxjYLXCzyrnsK9AswF3h,2016,151,2,0.5,1,0,1,1e+08,princetonLocky
17QMXxXfTNtyDPfUnmh7YuhMmpSwsMqsmt,2016,51,0,1,1,0,1,1e+08,princetonLocky
17QNS63hpFNUnGBCWjp6A4dwpFdJknHAWX,2016,205,4,1,1,0,1,2.5e+08,princetonLocky
17qPqaTHYNFNStiKi5pqT38TktX2n51FxP,2016,155,32,6.103515625e-05,1,0,2,1.2e+08,montrealCryptXXX
17qPqaTHYNFNStiKi5pqT38TktX2n51FxP,2016,154,76,2.38418579101562e-07,4,0,2,119988366,montrealCryptXXX
17QQ4zL9kXtR5rPbrGNXT7RpFaRoXHoDTj,2016,145,2,1,1,0,2,1.2e+08,montrealCryptXXX
17QQfpB2Ycg6jtjq6tseAt3hHbLCaanGZd,2016,323,2,0.25,1,0,2,1e+08,princetonCerber
17QR6tdNdrgpW7Z15qVWognK76GMNZjczT,2016,254,2,1,1,1,3,4e+08,montrealDMALockerv3
17Qsp7pYJSY4HFv9jKd4ryDCrd5Ddr7fWs,2016,283,48,0.000244140625,1,0,2,1e+08,princetonCerber
17qtJqovRvDTYEycCEt9S65tA2R9bPJuYM,2016,334,144,4.87558029525389e-10,748,0,2,273360000,princetonCerber
17qtMMoXpWtf99jUfx4ZneAjoV1KUADUJF,2016,83,4,0.037037037037037,1,0,1,1e+08,princetonLocky
17QtzPJiaekCGqekGxfENohW8cXXsX8cGi,2016,83,0,1,1,0,2,3e+08,princetonLocky
17QV74NSNLNE8nVvtmuRJor3JvmyT4cNty,2016,182,36,0.015625,1,0,1,4e+08,princetonLocky
17Qvm3gStWFUg7G9A8zKfJsWPDPrDHpFCC,2016,50,144,0.065800286796197,6229,0,1,2e+08,princetonLocky
17qvywrovR7K1WGszK4dQ1wmH4FpkiXukT,2013,310,144,0.00202573930087677,289,0,1,2e+08,montrealCryptoLocker
17qWkht86sZGhcKtUFzpGVLh9yfEsEWLAz,2016,121,14,0.25,1,0,1,1.5e+08,princetonLocky
17QxHvLxwBj5VchmSK3iPAScEnzb4DbwUM,2016,152,2,0.5,1,0,2,1.25e+08,princetonCerber
17QzHnNL3Ena5WcCt4yKhLX1T7mSgeYyTN,2016,63,10,0.596153846153846,9,0,1,5e+07,princetonLocky
17qzv2p8B3dNexWjqeNgEURvfxhPm5zJNz,2016,308,2,0.25,1,0,2,200001246,princetonCerber
17R1BuzoGd3qUz5fE4RgqTCeQoy2fePBni,2016,244,4,0.25,2,0,1,4e+08,princetonLocky
17r55TPLpvPuekaeuzhQyrEyJG8vNBabHD,2016,204,2,0.5,1,0,2,90900000,princetonCerber
17r5SowvMgBfHTWS1r97JRLZiUrMmkKxas,2017,17,0,1,1,0,2,1.4e+08,princetonCerber
17R5swu28UyK1wQ13zepMWJB75v6Z6ygua,2017,33,22,0.25,1,0,2,1e+08,princetonCerber
17r7mzEVTTj2fuSQzNvh4ubXwHvtZGRo8G,2016,79,0,1,1,0,1,5e+07,princetonLocky
17R86Jai469hckfupjow7dEVo3uyNNwEFe,2016,264,42,0.312703450520833,4,0,1,3e+08,princetonLocky
17r8o5w9DAjCuT4CFhJjv8SCfiffHkWgkG,2017,116,16,5.66893424036281e-05,1,0,2,8e+07,princetonCerber
17RBEMXewRsTAfjytDYctphKPYJRFVFN1b,2016,91,144,1.4737220727552,3880,814,2,1.5e+08,princetonLocky
17rfs2Y4ptayoN7qmJom1ddYG3Bg1muTjb,2016,169,2,0.5,1,0,2,3e+07,princetonCerber
17RfsDt1irTtpTcgz5fXqYN1DSQzWVpY8r,2016,83,14,0.26953125,4,0,2,4e+08,princetonLocky
17RgUw1S3yScMiH44ZbwVTjczMKNHLWUs4,2016,228,144,0.0212593130954102,2499,0,1,250116300,princetonLocky
17rHeKzC26eQEJrM8Qh2EGJ5nc7RspUHJz,2016,57,144,0.0624946847270401,6915,0,1,1e+09,princetonLocky
17RhS8ug2LXMBwh8oHEhxkEFiVNpuJJSCu,2016,127,144,0.8541370763067,4816,0,2,136850000,princetonCerber
17rmcfPe7rYK823kGMMBeDA6ydEeU6kKJh,2016,165,0,1,1,0,2,1.2e+08,montrealCryptXXX
17rmcfPe7rYK823kGMMBeDA6ydEeU6kKJh,2016,156,98,6.103515625e-05,1,0,2,1.2e+08,montrealCryptXXX
17rnHeVnBSLtQhUZMDb5QnEwUvX1bEuU2H,2016,147,144,0.0138074561814206,781,0,2,123280000,princetonCerber
17rNmE13ozi69C1wBpSifRNZosmTPpY32x,2016,74,144,0.402763971519839,3268,0,1,4e+08,princetonLocky
17rptykwnKZLmdcZi1v6VqQVPkTCCoAmtc,2017,54,42,0.0009765625,1,0,2,6e+07,princetonCerber
17Rq2HZCsETuYKUawL9E8JV2TuDXm1jrHX,2016,237,4,0.1,2,0,2,51640000,princetonCerber
17RQ9qb2wHGhWKscjUWuLEsXDLxDnprFyB,2013,288,144,0.109970427960181,2132,0,2,122926356,montrealCryptoLocker
17rsjin58zVyoGUXKSFhyt6DHeNbazoa6,2016,229,4,0.277777777777778,2,0,1,3e+08,princetonLocky
17rTGdD5X4bSKw9DAQzqDJF7T7JbMxLkyA,2016,195,2,1,3,0,1,2e+08,princetonLocky
17Rtgv8i7jYSBXWmFqugBJLRZVN8qVPd7b,2016,92,0,0.5,1,0,1,4e+08,princetonLocky
17RtiuhSonBf4uDbHVWSrmA6HWAjzpAiK1,2016,105,0,0.5,1,0,2,1.25e+08,princetonCerber
17Rue2wU69jo6rZxPb6rue4Dbfck3QXpfW,2016,275,144,0.317347812522537,3503,0,2,8e+07,princetonCerber
17RV8jXwwkiZD6PkeHPhFA7wMJXFeXfD35,2017,32,0,0.5,1,0,2,1e+08,princetonCerber
17RwbyWkJjN8ti6qSRJAq2o9Eki7CSpHnD,2017,44,0,0.5,1,0,2,5e+08,princetonCerber
17rXqFthUVuE97zdhc32jcJiRcbBmznBEW,2016,307,0,0.5,1,0,2,8e+07,princetonCerber
17ry3ABTctw59nzSqNqGijfmLfEAVxVcop,2017,61,8,0.00405092592592593,1,1,2,83130000,princetonCerber
17RY86svhpbVQv2Aokjxei1pcDvbRSxrd,2016,247,144,0.383499210110433,5057,0,1,2e+08,princetonLocky
17s2bNNJcvVB4jwmDNumd8ot5zGhcv2QsK,2017,16,144,0.130353343217686,3746,504,1,61170000,princetonCerber
17S4hYn8yB879eddBXTE1rSGMQptvwpPTp,2014,143,0,0.5,1,0,2,4e+07,paduaCryptoWall
17S4hYn8yB879eddBXTE1rSGMQptvwpPTp,2014,78,0,0.5,1,0,1,1.5e+08,paduaCryptoWall
17S4hYn8yB879eddBXTE1rSGMQptvwpPTp,2014,104,0,0.5,1,0,2,2e+08,paduaCryptoWall
17S4hYn8yB879eddBXTE1rSGMQptvwpPTp,2014,76,0,0.5,1,0,2,5e+07,paduaCryptoWall
17S4hYn8yB879eddBXTE1rSGMQptvwpPTp,2014,86,0,0.5,1,0,2,1.5e+08,paduaCryptoWall
17s5f1WKTKakDNna8K1uGTRSyBeGUajK4P,2016,239,2,0.25,1,0,1,3e+08,montrealDMALockerv3
17s5f1WKTKakDNna8K1uGTRSyBeGUajK4P,2016,237,14,1.375,5,0,3,899980000,montrealDMALockerv3
17s5f1WKTKakDNna8K1uGTRSyBeGUajK4P,2016,264,6,0.0625,1,0,1,3e+08,montrealDMALockerv3
17s5f1WKTKakDNna8K1uGTRSyBeGUajK4P,2016,266,2,1,1,0,1,303142878,montrealDMALockerv3
17s5f1WKTKakDNna8K1uGTRSyBeGUajK4P,2016,273,144,2.26006152759988e-07,1024,0,1,299984739,montrealDMALockerv3
17s5f1WKTKakDNna8K1uGTRSyBeGUajK4P,2016,304,4,0.30952380952381,2,0,1,2e+08,montrealDMALockerv3
17s5f1WKTKakDNna8K1uGTRSyBeGUajK4P,2016,265,0,0.5,1,0,1,2.5e+08,montrealDMALockerv3
17s5f1WKTKakDNna8K1uGTRSyBeGUajK4P,2016,251,0,0.5,1,0,1,297185755,montrealDMALockerv3
17s5f1WKTKakDNna8K1uGTRSyBeGUajK4P,2016,233,4,1,1,0,2,3e+08,montrealDMALockerv3
17s5f1WKTKakDNna8K1uGTRSyBeGUajK4P,2016,253,0,0.5,1,0,1,3e+08,montrealDMALockerv3
17s5f1WKTKakDNna8K1uGTRSyBeGUajK4P,2016,236,0,1,1,0,1,3e+08,montrealDMALockerv3
17s851LXJpxWkhCUJmkstPpcWzkMpi5woC,2016,160,144,0.152297367519826,678,0,2,1.2e+08,montrealCryptXXX
17s851LXJpxWkhCUJmkstPpcWzkMpi5woC,2016,163,10,0.0166666666666667,1,0,2,1.2e+08,montrealCryptXXX
17saLrxiF8KKJw6AvHvzvKhgEBqBz5348X,2016,137,18,0.001953125,1,0,1,5e+08,princetonLocky
17sCoMfJWKf24CUQ63ETjc5q3TjqkcZpBK,2017,44,2,0.333333333333333,2,0,2,8e+07,princetonCerber
17sCY3VsDGntrFU814jHmm6vSdVab9LzgH,2016,259,0,1,1,0,2,81900000,princetonCerber
17scYTwfUR5Dejzg8WctQhPMHZi5tPcyma,2016,328,28,0.015625,1,0,2,67760000,princetonCerber
17sDdBGoM2Dwvs1z1mVjhbJ5TvG5q1qHJm,2016,125,0,0.5,1,0,2,409950000,princetonLocky
17SdDhGtdpmd3SbP4KF2tyZKfSHPXhJxJa,2013,137,2,0.75,1,1,4,1.3e+08,montrealCryptoLocker
17SdDhGtdpmd3SbP4KF2tyZKfSHPXhJxJa,2013,178,12,0.508620689655172,2,0,4,116167319,montrealCryptoLocker
17SdDhGtdpmd3SbP4KF2tyZKfSHPXhJxJa,2013,224,6,1.00853775853776,3,1,6,498889097,montrealCryptoLocker
17SDyMVKUA4ZnESjQiaRT7W22e7r7gVA2v,2016,264,144,0.0141869269155583,2089,0,2,1e+08,princetonCerber
17SDZGhqKQGCtSSV9BfZmPiVvcQ74ASJ2Z,2014,108,144,0.298194422460579,1125,0,1,94707438,paduaCryptoWall
17SDZGhqKQGCtSSV9BfZmPiVvcQ74ASJ2Z,2014,80,4,1,1,0,1,3.4e+07,paduaCryptoWall
17SDZGhqKQGCtSSV9BfZmPiVvcQ74ASJ2Z,2014,140,144,0.366624145278543,1325,0,2,5e+07,paduaCryptoWall
17sFEHvtTWjAjp8t7NvbbnqqebxNQmLPef,2016,135,2,2,2,0,1,1.2e+08,montrealCryptXXX
17SfYEra8Qw98mfqJbunbKTR9eG3VYqEFF,2016,236,144,0.146250768689007,3092,0,1,3e+08,princetonLocky
17SH3FNuj2Bsb6shLE6Qd3Z7jnsYrVSF1g,2016,98,4,0.05,1,0,1,1e+08,princetonLocky
17SJRKj3Q5PnHvKyUoSM4o9tLMhv5e8T3s,2016,238,44,0.06304931640625,9,9,1,4e+08,princetonLocky
